Tweets,category,misogyny,target,HS
@DimaSadek انشالله بيقبرك و يريح البشرية منك. لولا سلاح المثاومة يا عميلة كنتي هلق عم تنباعي بسوق داعش و النصرة . ر… https://t.co/d9dQO7VNVE,damning,misogyny,active,1
@yumnafawaz @MokhtarGhazzawi انت كتير عليكي تعيشي ب لبنان ، فروقي و انضبي و بلا  عيشانك يا شاطرة انت,discredit,misogyny,active,1
@sabehnancy نحنا منعرفك شريفة يا نانسي السبع..ما تغطسي معهم ..ما حدا عم يخوف حدا ويرهبه..ما تستغلوا ظرف لمصالح سفارات,none,none,none,0
@DimaSadek انو عنجد هلق شيلو المزح مين هي ديما صادق (الواطية) ليكون في مناطق بلبنان بإسمها! منطالب بتغيير اسم نهر ا… https://t.co/DV8G4Mu9Bh,discredit,misogyny,active,1
@DimaSadek نزلي كلي اتله,threat of violence,misogyny,active,1
@joellebouyounes مبسوطين فيكي مشلفه نحنا ... احلى ما تكون متآمره وواطيه �,discredit,misogyny,active,1
يا جماعة خلونا نعمل اكل على الطريق او نجيب اكل للجيش اللبناني الي صرلو من الصبح واقف على الطرقات. #دمعة_وطن… https://t.co/V5PxVxyjcC,none,none,none,0
@DimaSadek من قلب طرابلس السلام منحبك و منحترمك❤️,none,none,none,0
"RT @zorkovm: @BonkersLebanese @DimaSadek في ناس الصبح بتوعی ع فيروز و فنجان قهوه
ديما صادق بتوعی ع عقدۃ حزب اﷲ وفوق هيك بتاخد حبۃ منع .الفهم",sexual harassment,misogyny,active,1
@yumnafawaz لك انتي المسخرة بذاتو,discredit,misogyny,active,1
"@ali_shoeib1 خلي دمدومي تشوف ديعان هالطلعه مبارح ����‍♀️�‍♀️
@DimaSadek",none,none,none,0
@DimaSadek انت لازم يكبرو عليكي جماعة داعش ههههه والله لا يكيفوا هههههههه,threat of violence,misogyny,active,1
@yumnafawaz مريضة مريضة يمنى فواز  مريضة���,discredit,misogyny,active,1
@DimaSadek اتركيهن ديما يبينو على حقيقتهم طالما كلنا انهم اوسخ وانذل الناس  ما حدا يصدق  وصدقو كذبه الدجل  تبع جندي ايران,none,none,none,0
@DimaSadek حقيرة من بلادي #ديما_الواطية,discredit,misogyny,active,1
@JamalCheaib قناة الفجور . نانسي السبع مؤلفة روايات كاذبة من الطراز الركيك,none,none,none,0
@DimaSadek كلكن يعني كلكن,none,none,none,0
@DimaSadek اذا غضبت منك الشياطين، فاعلم انك على حق.,none,none,none,0
"@DimaSadek #ديما_الوطنية ✊⚘
ويا جبل ما يهزك ريح https://t.co/1uil1cTb0v",none,none,none,0
@Eagle_eye78 @DimaSadek كل يلي صار لهلق ما اسمها ثورة، اسمو كارمس.,none,none,none,0
@DimaSadek الله يقويكي يا ديما �,none,none,none,0
@berrynawal بزقة قليل عليكي  تفة,discredit,misogyny,active,1
@DimaSadek @josephinedeeb @AkikiJoyce التصرفات تدل على انه بعيد كل البعد عن الفن اللبناني. لا تعليق على قلة الاخلاق.,none,none,none,0
"@DimaSadek أكاد اجزم بانه قد تم اختيارك البديل عن ماريا معلوف  لعمل فتنه بعد ما احترق كرتها
#ماريا_معلوف_الشيعه",none,none,none,0
@DimaSadek عاهرة وبتحكي بالشرف,discredit,misogyny,active,1
@dianamoukalled @DimaSadek لم يتعودو على رؤية المرأة تعبر عن نفسها بحرية ويكفي ان كل هذه المظاهرات وهذه الحشود لم ت… https://t.co/81ZGRjAFDA,none,none,none,0
@DimaSadek شخي ونامي وابكي ابل ما تنامي,stereotyping & objectification,misogyny,active,1
@DimaSadek @LBCI_NEWS @JeanFeghali ليش الهجوم عليها؟ هي عم تقرأ المقدمة فقط. منها صاحبة المحطة ولا المسؤولة عن الكتابة.,none,none,none,0
@DimaSadek انتي مسطولة شي او بتسطليها!!,discredit,misogyny,active,1
@DimaSadek هوي مش قابر قلبك بس وداعس بقلبك,threat of violence,misogyny,active,1
@NadimKoteich @DimaSadek يا  ريت انت بتعيرنا سكوتك ..لان الي معها بس يشوفوك عم تدافع عنها بيتركوها ..انت متل الاربعا بنص الجمعة ..�so,none,none,none,0
"@joellebouyounes متل كعب صباطك 
شعب رتش",none,none,none,0
@DimaSadek والله والله صار في مقالي بالواشنطن بوست ! هلق مع صحن تبولة و مقانق و رقاقات مع المقالي بيطلع اطيب غدا !,none,none,none,0
@berrynawal بدك صباط ٤٤ احسن.... قولي من الاول,threat of violence,misogyny,active,1
@DimaSadek الرد سريع وغير متوقع. وين حسن المسردب يرد على الثوار الاحرار . حبيت لبنان اكثر اكثر لانكم تكبرو القلب وتفرحو . الله يحفطكم شباب,none,none,none,0
@LbciLebanon @DimaSadek و مين كاينة يعني ديما صادق اوففف و اذا نزلت على المظاهرة شو هل خبر القوي تروح تبيع جزدان من جزادينها بتعيش ١٠ عيل���,none,none,none,0
@DimaSadek الهي يقبر قلبك �,damning,misogyny,active,1
@Tarekhmeid @joellebouyounes اهضم ممثلة���,none,none,none,0
"@DimaSadek ������
شي بيقهر ما هيك. يا فاشلة يا ديما",discredit,misogyny,active,1
@DimaSadek @josephinedeeb الي صار عيب وقلة تهذيب معك حق,none,none,none,0
@NicoleHajal عيب هلكلام من إعلامية خلص كلو صار مكشوف الإعلام متورط,none,none,none,0
@DimaSadek ديما صادق بيلبقلك التمثيل اكتر,none,none,none,0
@DimaSadek @LBCI_NEWS شكلك ما بتعرفي شو هو المعنى الحقيقي للحزب والانتماء... خيطي بغير مسلّة..,none,none,none,0
@DimaSadek عيب ديما حبيبتي اني بعرفك افهم من هيك شو وجعك حكيني عنو بركي بقدر ساعدك �,none,none,none,0
RT @ZakhemF: @DimaSadek هاهاهاهاها عن جد انك هبيلة ���� ابكي بترتاحي ���,stereotyping & objectification,misogyny,active,1
"@DimaSadek #ديما_الممسحة 

متعي نظرك بعلم الحزب والناس لبدا اياه وبتحبه 

بالمناسبه يا ديما هول بس شويييي 
يييي لو… https://t.co/yM0Wi738HQ",discredit,misogyny,active,1
"@Ramadan31588535 @DimaSadek @diyaahdr كل الاحترام لك ولكلامك
للعلم لا اتابع ديما
ما هو تعريف الانحياز؟
طالما انه لا… https://t.co/IaCoDYXcJs",none,none,none,0
@DimaSadek ديما روحي غطي الحدث ب ادلب بيمشي حالك,none,none,none,0
@DimaSadek @Hussein47085887 ديما الشرشوحة أديش قابضة.,discredit,misogyny,active,1
@yumnafawaz ما بتستحي عحالك انتي وحدة شبر ونص ما بتعرف تلفظ حرف عم تحكي عن الالقاء انتحرة احسنلك,stereotyping & objectification,misogyny,active,1
@yumnafawaz @DaouMark وتذكرت يمنا فواز حد كلية العلوم  ذكريات,none,none,none,0
@yumnafawaz ��� جميل جمال.. ما له مثال ��,none,none,none,0
@yumnafawaz @rayaelhassan العميد يمنى فواز يضع خطة امنية لحماية المتظاهرين وتطالب الوزيرة ريا الحسن يلي هي عم تدعي… https://t.co/fXL9Boopyg,none,none,none,0
@DimaSadek يلعن شرفك شو بلاعه.  واطية,discredit,misogyny,active,1
@DimaSadek الدجالة #ديما_الواطية https://t.co/HXaZ3adYzs,discredit,misogyny,active,1
@DimaSadek يا بنت الحرام انضبي,discredit,misogyny,active,1
@DimaSadek ب شرفي ابيخ منك ما في عم تعملي جو قصدك بكلمة خيو يعمي قلبك شو سميكة,discredit,misogyny,active,1
@ritasawaya3 @DimaSadek بتجيب البهدلة لحالا  بهالحركات الاستفزازية.,derailing,misogyny,active,1
"@DimaSadek ولن نتوقف عن كوننا أحرارًا
#لبنان_ينتقض",none,none,none,0
@yumnafawaz @rayaelhassan ليه ما بتحكي عن الزعرنات اللي صارت مبارح؟ منحازة ومنك موضوعية واعلامية فاشلة,discredit,misogyny,active,1
@DimaSadek @BassamAbouZeid انا بطرابلس بجبلك معي زنود الست او حلاوة الجبن,none,none,none,0
@AhmadBallout15 @DimaSadek يعني قبل او بعد القسم لايران اللي حاليا عم تجرب تبيعكم مقابل تفك الحصار عنها,none,none,none,0
@DimaSadek العمى بعيونك وبقلبك ما اوقحك نص الكرة الارضية مبزقة عليكِ وما بتنضبي وبتستحي . #ديما_الواطية  اذا شتت الدنيا شرف بتوقف ع الطرف,discredit,misogyny,active,1
@yumnafawaz @HusseinHamade3 يا افعى يا ام نص لسان عندك مصدقية انت عيب هيك اهلك ما ربوكي ما خص حزب الله هول لبلدية و… https://t.co/K6Qq9DioNl,stereotyping & objectification,misogyny,active,1
@yumnafawaz عصفور عل شجرة بما لا تشتهي السفن طلع البدر علينا,none,none,none,0
@DimaSadek لك أنتي اوطى وحدي فيهن كلن كيف ما برمت الموجة بتلحقيها,discredit,misogyny,active,1
@Aly38486516 @joellebouyounes منرفع راسنا فيكي. بطلة. كلنا معك,none,none,none,0
@yumnafawaz أنت شو بتجي للجنرال. شو تاريخك؟ تاريخك عدم الأخلاق وقلة المعرفة والهبل يا هبلة. روحي تثقفي بالقبل. تفه على هيك مستوى,discredit,misogyny,active,1
@joellebouyounes انا نغرمت فيكي جويل,none,none,none,0
@DimaSadek كملي مباين وجعتيون كتير وما تسمعي للشتائم وما تردي غير عالافكار بفكرة.قلوبنا معك #لبنان_يثور #نصر_الله_واحد_منهن #ديما_صادق,none,none,none,0
"@DimaSadek راح العلم ليرفرف فوق راسك ويعطيك شوية عز وكرامة 
يا عيب الشوم الناس وين وانت وين.ما في مطرح للفتنه الا ومحتله الصدارة فيه",discredit,misogyny,active,1
@sfeirsamir @SafaaMokbel2 @berrynawal @AkikiJoyce صحيح مقرفه بوجودك,discredit,misogyny,active,1
"@DimaSadek السيد حسن نصرالله ان شاء الله بضل قاهرك وكايدك وإذا بدك لاعن بي لخلفك يِقطع عمرك ولك انضبي بقاااا .
كلن… https://t.co/oc6CSUa9C9",discredit,misogyny,active,1
@DimaSadek @AhmadBallout15 انشالله تكوني انتي لي سامعة فيا� بلكي بتنضبي شوي,discredit,misogyny,active,1
@yumnafawaz سخيفة مثل المحطة تبعك الرءيس عزاسك �,discredit,misogyny,active,1
@Brown_Sailor14 @DimaSadek هلا ديما هيدا صورة معبرة الك مكانك الطبيعي,none,none,none,0
@DimaSadek ليكي ولي نحن اكبر من انو نبعت حدا.... نحن مننزل ومنقلك جماعة الحزب نازعلي تدعس بنص قلبك وتقصلك لسانك من لغاليغو....,threat of violence,misogyny,active,1
@hassoun380 @WAtawi @DimaSadek ما اشتهيك عشان اكلك يا حشرة,discredit,misogyny,active,1
@DimaSadek عم تقولي وسط بيروت تسكر مش كل لبنان يا ديما غوغل,none,none,none,0
@berrynawal اسم الله عليكي زي الوردة بين الناس واقفة بعزة و كبرياء.. الله يخليكي لشبابك...,none,none,none,0
@DimaSadek نيابة عن أحدهم كمان: سدي حلقك,discredit,misogyny,active,1
@yumnafawaz @LebISF @rayaelhassan يمنى لا تنسي انا كمان ناطرهون للسنافر ���,none,none,none,0
@yumnafawaz كأنك مزعوجه ومش عاجبك.. ايه عمرو مايعجبك �,none,none,none,0
@abichahinerami @DimaSadek يا ست ديما رأفة بامك ابتعدي عن التهجم على  الأمهات  الطاهرات يا بلا أخلاق وبلا شرف #ديما الواطية,discredit,misogyny,active,1
